Zona;Contrato;Orden;Usuario;Estado;Ejecucion;mes;ano;Codigo;Anomalia;NUnidad;Unidad;NCausa;Causa;UGenera;Descripcion;Motivo;Cuadrilla;kWhRec;Factor
NO;SIM 285.2024;33205946;169972;Aprobada;2024-05-14 11:58:20-05;5;2024;38 / 1 / 82 / 82;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1656;1055;
CE;DES 100.2018;33205948;8546304;Rechazada;2024-05-15 12:01:25-05;5;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada con acta digital;No Procede Pare;ZTY147;0;
CE;DES 100.2018;33206007;8517866;Pendiente;2024-05-15 08:19:15-05;5;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Posible anomalia;;ZTY147;;60
CE;ING 273.2024;33206078;153304;Aprobada;2024-05-14 11:38:43-05;5;2024;38 / 38 / 82 / 1;Acometida Intervenid / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1631;307;
CE;ING 273.2024;33206094;112490;Aprobada;2024-05-14 10:30:13-05;5;2024;MV / 1;Medidor Volteado / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1631;335;
CE;ING 273.2024;33206126;455790;Rechazada;2024-05-21 11:17:03-05;5;2024;39;Medidor desconectado;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Anomalia verificada con acta digital;No Procede Pare;ZTY1633;;
CE;ING 273.2024;33206199;1131832;Aprobada;2024-05-14 10:40:42-05;5;2024;82 / 1 / MV;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Medidor Volteado;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1634;;
CE;ING 273.2024;33206765;635028;Aprobada;2024-05-14 11:42:31-05;5;2024;11 / MV;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N / Medidor Volteado;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY16312;0;
CE;ING 273.2024;33206790;1029011;Aprobada;2024-05-14 12:09:04-05;5;2024;11 / MV;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N / Medidor Volteado;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY16312;972;
CE;ING 273.2024;33206807;143376;Aprobada;2024-05-14 11:42:06-05;5;2024;82 / 39 / 38 / 1 / 39 / 82;Se Corrige Anomal�a / Servicio Directo(Medidor Con Usuario) / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Medidor desconectado / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1637;201;
CE;ING 273.2024;33206854;8517147;Pendiente;2024-05-21 09:34:40-05;5;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;CMORENO123;Posible anomalia;;ZTY1639;0;
CE;ING 273.2024;33206860;185300;Pendiente;2024-05-21 15:04:24-05;5;2024;38;Inspecci�n T�cnica Conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;;ZTY16310;;
PA;ELE 283.2024;33207010;623988;Aprobada;2024-05-16 14:49:12-05;5;2024;82 / 82 / 1;Linea Directa / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
PA;ELE 283.2024;33207021;572211;Aprobada;2024-05-15 15:53:25-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
PA;ELE 283.2024;33207036;572205;Aprobada;2024-05-15 15:07:43-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
PA;ELE 283.2024;33207048;1067817;Aprobada;2024-05-15 14:30:16-05;5;2024;82 / 82 / 1;Linea Directa / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
PA;ELE 283.2024;33207073;384364;Aprobada;2024-05-16 16:23:19-05;5;2024;1 / 30004 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Otras Anomalias;ZTY1703;2468;
PA;MEC 289.2024;33207126;375462;Pendiente;2024-05-15 15:09:24-05;5;2024;38 / 82 / 38 / 82;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Conexi�n En Bornes Conforme / Linea Directa;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1641;387;
NO;EMP 327.2024;33207275;1090571;Aprobada;2024-05-15 09:52:58-05;5;2024;38 / 82 / 1 / 82;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1692;1126;
CE;ING 273.2024;33219125;1036866;Aprobada;2024-05-14 15:46:07-05;5;2024;MV / 82 / 11;Medidor Volteado / Se Corrige Anomal�a / ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY1634;500;
CE;DES 100.2018;33219175;343244;Pendiente;2024-05-20 11:37:32-05;5;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Posible anomalia;;ZTY141;;60
CE;DES 100.2018;33219210;1267123;Aprobada;2024-05-14 15:42:26-05;5;2024;82 / 82 / 38 / 1;Se Corrige Anomal�a / Linea Directa / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AGARZONY;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY147;1255;
CE;ING 273.2024;33219288;1119489;Aprobada;2024-05-14 16:23:05-05;5;2024;11 / MV;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N / Medidor Volteado;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY16311;;
CE;DES 100.2018;33221441;8559570;Rechazada;2024-05-15 09:26:27-05;5;2024;431 / 431;Orden Factor / Orden Factor;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;OORTIZ123;Anomalia verificada con acta digital;No Procede Pare;ZTY142;0;600
NO;EMP 327.2024;33221525;1241887;Aprobada;2024-05-15 11:19:55-05;5;2024;82 / 1 / 30004 / 30002;Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE / REINCIDENTE PARE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1693;;
NO;EMP 327.2024;33221644;407014;Aprobada;2024-05-15 15:09:35-05;5;2024;82 / 38 / 38 / 1;Se Corrige Anomal�a / Acometida Intervenid / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1693;718;
NO;EMP 327.2024;33221646;407088;Aprobada;2024-05-15 13:36:41-05;5;2024;38 / 82 / 82 / 1 / 30004;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1693;800;
NO;EMP 327.2024;33221656;639260;Aprobada;2024-05-15 12:31:29-05;5;2024;1 / 82 / 38 / 38;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Acometida Intervenid / Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1693;802;
NO;EMP 327.2024;33221721;1266906;Aprobada;2024-05-15 19:23:51-05;5;2024;38 / 38 / 1 / 82;Acometida Intervenid / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;458;
SU;SIN 337.2024;33231263;270132;Aprobada;2024-05-20 11:45:40-05;5;2024;38 / 82 / 1 / 82;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa;0;FACTURACION;0;CAUSA NO DETERMINADA;DCADENA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1727;547;
NO;EMP 327.2024;33235906;564490;Aprobada;2024-05-15 19:34:06-05;5;2024;11 / MV / 38;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N / Medidor Volteado / Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Factor;ZTY1691;;
NO;EMP 327.2024;33235926;564562;Aprobada;2024-05-15 19:50:31-05;5;2024;38 / 38 / 1 / 82;Acometida Intervenid / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;1187;
NO;EMP 327.2024;33235938;564558;Aprobada;2024-05-15 09:49:06-05;5;2024;38 / 38 / 1 / 82;Acometida Intervenid / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;1171;
CE;ING 273.2024;33235954;1035499;Pendiente;2024-05-17 12:16:36-05;5;2024;BPQ;Bornera Perforada/Quemada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JMPANTOJA;Posible anomalia;;ZTY1638;0;
CE;ING 273.2024;33236062;113164;Rechazada;2024-05-17 09:53:49-05;5;2024;38;Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JMPANTOJA;Anomalia verificada con acta digital;No Procede Pare;ZTY16311;;
CE;DES 100.2018;33236354;8542400;Aprobada;2024-05-15 16:32:02-05;5;2024;431 / 30004;Orden Factor / OTRAS ANOMAL�AS REINCIDENTE PARE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSANCHEZ;Anomalia verificada y aprobada;Otras Anomalias;ZTY147;;
NO;DIC 284.2024;33236359;460270;Rechazada;2024-05-15 10:44:34-05;5;2024;38;Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;CREALPE;Anomalia verificada con acta digital;No Procede Pare;ZTY1663;0;
NO;EMP 327.2024;33236552;564544;Aprobada;2024-05-15 20:01:19-05;5;2024;1 / 82 / 38 / 38;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Acometida Intervenid / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;202;
SU;SIN 337.2024;33236648;241490;Aprobada;2024-05-15 11:07:04-05;5;2024;MV / 11;Medidor Volteado / ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;DREVELO;Anomalia verificada y aprobada;Factor;ZTY1723;650;
CE;ING 273.2024;33236783;546907;Pendiente;2024-05-16 11:56:01-05;5;2024;BPQ;Bornera Perforada/Quemada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OCARDENAS;Posible anomalia;;ZTY1637;0;
CE;ING 273.2024;33237357;8539516;Pendiente;2024-05-21 13:39:00-05;5;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;MTARAMU123;Posible anomalia;;ZTY1639;0;
PA;ELE 283.2024;33237913;1112066;Aprobada;2024-05-17 19:28:48-05;5;2024;30002 / 82 / 82 / 1 / 39 / 18;REINCIDENTE PARE / Se Corrige Anomal�a / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Fase I / Conexion Directa Desde Bornera;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1703;1975;
NO;EMP 327.2024;33237935;564514;Pendiente;2024-05-15 20:14:13-05;5;2024;82 / 38 / 82;Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Posible anomalia;;ZTY1691;92;
PA;ELE 283.2024;33237941;1249322;Aprobada;2024-05-17 20:21:47-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
PA;ELE 283.2024;33237954;1100544;Aprobada;2024-05-17 20:55:07-05;5;2024;39 / 82 / 1 / 82 / 18;Fase I / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Conexion Directa Desde Bornera;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
CE;ING 273.2024;33237959;1127536;Pendiente;2024-05-20 12:48:29-05;5;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;LLOPEZ;Posible anomalia;;ZTY1635;0;
PA;ELE 283.2024;33237960;1099335;Aprobada;2024-05-18 10:05:53-05;5;2024;82 / 82 / 1;Se Corrige Anomal�a / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2468;
PA;ELE 283.2024;33237973;1110895;Aprobada;2024-05-18 10:49:42-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1703;2499;
NO;SIM 285.2024;33240254;1231696;Aprobada;2024-05-16 11:53:33-05;5;2024;82 / 1 / 30004 / 38 / 82;Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1655;1119;
CE;DES 100.2018;33240274;8567107;Pendiente;2024-05-16 09:06:28-05;5;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Posible anomalia;;ZTY142;0;
PA;MEC 289.2024;33240368;1066947;Pendiente;2024-05-21 11:05:20-05;5;2024;82 / 38 / 82 / 38;Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Conexi�n En Bornes Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1641;656;
NO;EMP 327.2024;33240716;8556404;Aprobada;2024-05-17 16:19:16-05;5;2024;82 / 1 / 82 / 38;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1693;;
CE;RED 207.2024;33240732;1081965;Aprobada;2024-05-16 11:40:12-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;AARROYO;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1621;;
NO;EMP 327.2024;33240764;8518766;Aprobada;2024-05-17 15:32:55-05;5;2024;38 / 82 / 1 / 82;Inspecci�n T�cnica Conforme / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1693;;
NO;EMP 327.2024;33240778;1001051;Aprobada;2024-05-17 13:32:33-05;5;2024;38 / 38 / 82 / 1;Inspecci�n T�cnica Conforme / Acometida Intervenid / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1693;;
NO;EMP 327.2024;33240793;1247661;Aprobada;2024-05-21 14:04:20-05;5;2024;38 / 82 / 1 / 38;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1693;758;
PA;MEC 289.2024;33285314;1162105;Aprobada;2024-05-21 16:10:54-05;5;2024;82 / 1 / H1 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Reconexion No Autorizada / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OSUAREZ123;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;453;
NO;DIC 284.2024;33323297;8521780;Aprobada;2024-05-16 15:55:35-05;5;2024;82 / 38 / 82 / 1 / 30001;Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1662;484;
NO;DIC 284.2024;33323307;399432;Aprobada;2024-05-16 15:22:26-05;5;2024;82 / 1 / 82 / 38;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1662;1920;
PA;MEC 289.2024;33323536;1137919;Pendiente;2024-05-21 09:45:03-05;5;2024;38 / 82 / 82 / 38;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Linea Directa / Conexi�n En Bornes Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;217;
NO;SIM 285.2024;33323559;8532316;Aprobada;2024-05-16 11:18:09-05;5;2024;1 / 82 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1654;1559;
NO;SIM 285.2024;33323593;477922;Aprobada;2024-05-20 16:33:54-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1655;1805;
PA;MEC 289.2024;33323637;1137928;Pendiente;2024-05-21 10:52:41-05;5;2024;82 / 82 / 38 / 38;Se Corrige Anomal�a / Linea Directa / Conexi�n En Bornes Conforme / Inspecci�n T�cnica Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;208;
PA;MEC 289.2024;33329008;1149951;Pendiente;2024-05-21 16:23:23-05;5;2024;82 / 82 / 38 / 38;Linea Directa / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Conexi�n En Bornes Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;163;
PA;MEC 289.2024;33334673;1102517;Pendiente;2024-05-21 15:51:56-05;5;2024;82 / 38 / 82 / 38;Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Linea Directa / Conexi�n En Bornes Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;133;
CE;DES 100.2018;33340875;211440;Pendiente;2024-05-20 12:03:43-05;5;2024;431;Orden Factor;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;AGARZONY;Posible anomalia;;ZTY142;;50
PA;MEC 289.2024;33343930;1099936;Pendiente;2024-05-21 15:06:20-05;5;2024;38 / 82 / 38 / 82;Inspecci�n T�cnica Conforme / Linea Directa / Conexi�n En Bornes Conforme / Se Corrige Anomal�a;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;160;
PA;ELE 283.2024;33346544;1264392;Aprobada;2024-05-19 11:27:16-05;5;2024;1 / 82 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1704;1703;
PA;ELE 283.2024;33346545;1027815;Aprobada;2024-05-18 14:39:19-05;5;2024;1 / 82 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1704;2345;
PA;ELE 283.2024;33346547;546115;Aprobada;2024-05-17 10:28:45-05;5;2024;1 / 82 / 82 / 38;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1704;2005;
PA;ELE 283.2024;33346549;572231;Aprobada;2024-05-19 11:48:01-05;5;2024;1 / 82 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1704;2158;
NO;DIC 284.2024;33346558;400452;Aprobada;2024-05-16 15:36:11-05;5;2024;38 / 1 / 82 / 38;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Acometida Intervenid;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1663;1925;
NO;DIC 284.2024;33346562;1249247;Aprobada;2024-05-16 15:05:17-05;5;2024;1 / 38 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Acometida Intervenid / Se Corrige Anomal�a;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1663;2161;
SU;SIN 337.2024;33346638;254356;Pendiente;2024-05-17 10:51:38-05;5;2024;38;Inspecci�n T�cnica Conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;;ZTY1726;;
